Expression,Left Eye Height,Right Eye Height,Left Eyebrow Height,Right Eyebrow Height,LeftEyebrow to Eye Distance,RightEyebrow to Eye Distance,MouthHeight,Timestamp
Doubt,13.038405,13.038405,16.155494,16.155494,49.678969,39.812058,34.000000,93.005376,0.134000ms,
Doubt,15.000000,13.038405,18.027756,17.888544,49.040799,40.607881,33.015148,91.000000,0.264000ms,
Doubt,14.000000,14.035669,18.681542,17.000000,50.606324,39.458839,30.016662,90.005555,0.383000ms,
Doubt,13.038405,14.035669,18.973666,18.027756,50.447993,39.812058,29.000000,89.005618,0.526000ms,
Doubt,14.000000,13.000000,19.924859,17.464249,50.606324,40.607881,30.016662,89.005618,0.656000ms,
Doubt,13.000000,13.152946,18.027756,16.155494,50.447993,41.436699,31.016125,92.005435,0.785000ms,
Neutral,10.000000,11.000000,18.681542,17.088007,48.918299,39.051248,38.013156,107.004673,0.917000ms,
Happy,8.000000,8.000000,19.646883,18.788294,48.918299,40.447497,51.000000,124.016128,1.050000ms,
Happy,7.071068,8.000000,20.615528,18.788294,50.328918,40.447497,52.000000,124.004032,1.189000ms,
Happy,7.000000,8.000000,19.924859,17.464249,49.678969,39.812058,50.009999,123.000000,1.329000ms,
Happy,7.071068,7.000000,20.880613,19.313208,50.990195,40.607881,48.010416,126.003968,1.439000ms,
Happy,7.071068,7.000000,21.189620,19.313208,49.578221,41.436699,49.000000,127.003937,1.599000ms,
Happy,6.082763,7.000000,19.924859,18.384776,49.678969,40.607881,50.000000,126.003968,1.739000ms,
Happy,7.071068,7.000000,18.973666,17.888544,49.819675,40.447497,50.009999,126.035709,1.877000ms,
Happy,6.000000,6.000000,20.248457,18.384776,50.328918,42.579338,49.010203,127.015747,1.992000ms,
Happy,6.000000,6.324555,20.248457,19.313208,49.578221,41.436699,49.040799,125.035995,2.130000ms,
Happy,6.000000,6.082763,20.248457,19.313208,50.328918,41.593269,48.010416,125.035995,2.265000ms,
Happy,6.082763,6.000000,19.924859,17.888544,49.819675,42.426407,48.041649,126.003968,2.387000ms,
Happy,7.071068,6.000000,21.189620,17.888544,50.328918,41.303753,47.010637,126.003968,2.515000ms,
Happy,7.000000,7.000000,19.924859,19.235384,50.328918,41.436699,47.000000,125.035995,2.642000ms,
Happy,7.000000,6.082763,20.248457,19.313208,49.578221,41.773197,47.010637,125.015999,2.771000ms,
Happy,7.071068,7.000000,19.924859,17.888544,48.918299,39.458839,46.000000,124.004032,2.905000ms,
Happy,7.071068,8.000000,20.615528,17.088007,49.578221,38.470768,48.010416,126.015872,3.039000ms,
Happy,8.062258,8.062258,18.973666,17.888544,48.270074,38.639358,48.010416,124.004032,3.173000ms,
Happy,7.071068,7.000000,19.924859,17.888544,48.918299,39.458839,47.010637,125.004000,3.300000ms,
Happy,6.082763,6.000000,20.248457,18.027756,49.678969,41.436699,49.010203,125.035995,3.418000ms,
Happy,7.000000,6.082763,19.313208,17.888544,48.918299,41.593269,47.010637,124.016128,3.556000ms,
Happy,7.071068,6.000000,19.924859,18.788294,49.678969,41.436699,47.010637,124.016128,3.681000ms,
Happy,6.082763,6.000000,20.615528,17.000000,49.678969,40.447497,49.010203,125.035995,3.804000ms,
Happy,6.000000,6.000000,20.248457,17.464249,50.447993,40.607881,48.010416,125.015999,3.936000ms,
Happy,6.082763,6.324555,18.027756,18.357560,49.819675,41.436699,48.041649,123.036580,4.072000ms,
Happy,6.000000,6.082763,18.973666,18.357560,49.819675,41.436699,48.010416,123.036580,4.200000ms,
Happy,7.071068,7.071068,20.615528,16.552945,49.040799,41.593269,48.010416,122.016392,4.328000ms,
Happy,5.000000,6.000000,20.248457,17.464249,50.606324,41.303753,48.041649,124.016128,4.449000ms,
Happy,6.082763,7.000000,20.615528,17.464249,50.606324,41.593269,48.010416,122.016392,4.579000ms,
Happy,6.082763,7.000000,19.924859,16.552945,49.203658,41.436699,48.010416,123.016259,4.707000ms,
Happy,6.000000,6.000000,19.924859,18.357560,48.414874,41.593269,48.041649,123.016259,4.839000ms,
Happy,7.071068,7.000000,19.924859,17.888544,48.414874,40.447497,47.042534,123.036580,4.970000ms,
Happy,6.082763,6.000000,20.615528,18.357560,49.040799,41.436699,48.010416,122.036880,5.100000ms,
Happy,5.000000,6.082763,20.248457,17.464249,51.224994,42.755117,48.010416,123.016259,5.237000ms,
Happy,5.099020,7.000000,20.880613,17.464249,51.224994,41.436699,48.041649,122.004098,5.354000ms,
Happy,9.000000,8.062258,18.248288,16.763055,50.606324,42.579338,59.008474,126.035709,5.480000ms,
Happy,10.049876,9.000000,17.262677,17.464249,50.606324,42.426407,57.008771,122.065556,5.605000ms,
Happy,10.049876,9.055385,16.278821,16.552945,51.224994,43.737855,57.008771,126.063476,5.731000ms,
Happy,10.000000,9.055385,18.248288,17.464249,50.606324,42.426407,56.008928,126.035709,5.865000ms,
Happy,10.049876,9.055385,16.763055,17.088007,52.009614,42.755117,59.076222,124.100766,5.998000ms,
Happy,10.000000,10.198039,17.464249,16.552945,51.224994,41.436699,58.008620,122.065556,6.124000ms,
